1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,target
106.1837656,804.5,35.0515516,29.11429773,15.15297551,0.896643215,0.788338038,0.830613665,14.01490626,34,36,0.788011041,3.023994025,5.281732455,6.941073771,13.2844678,8.643344709,13.14388344,824512,290.1703878,16448,109757,9509938.401,355660979,9168244.401,184.7878077,67.07385698,169.7362251,26.21702625,24.98319123,24.58708595,26.16412661,163.8511137,184.7878077,0.74938214,25.97658995,26.21702625,175.8253224,121.1828839,180.7584994,23.53757747,1.442720379,7.732352435,4
106.7695521,803,34.68779513,27.90328939,15.04174147,0.88517791,0.829628087,0.804412309,14.19643494,33,36,0.784107152,2.851529635,6.151377548,7.995005961,15.14297052,9.684659778,15.3360177,673866,244.8682353,16020,89330,8526550.976,208152558,8220994.976,182.7840376,68.41784038,158.9342723,26.80012663,30.94355851,26.37514478,23.70070423,162.0410798,182.7840376,0.865808245,31.20960417,26.80012663,168.0234742,126.278169,176.7922535,25.16251242,1.687802814,8.424772665,4
113.8406196,911.5,37.30703132,31.08919277,16.01361629,0.883836709,0.785880541,0.833333333,14.21797769,34,38,0.788613795,2.995837447,6.221915123,8.972473566,17.00120075,10.85119957,16.60167948,754050,273.9421986,16798,107544,9527374.017,316900614,9197558.017,178.7663551,65.21703011,163.5358255,23.76342447,22.3892136,22.38160297,25.94911734,162.8515057,178.7663551,0.851671589,24.71153966,23.76342447,170.1692627,121.7248183,179.0830737,21.45761622,1.684970162,7.870535646,4
100.1837654,714.5,33.59471079,27.51838195,14.26378809,0.894576316,0.772873528,0.819128408,14.04728741,33,36,0.786455924,2.930636992,4.988436984,6.682027281,12.84476523,8.321103619,12.57157531,656800,232.2199959,14876,103052,7987395.643,269718818,7699568.643,183.6526316,68.91315789,163.0118421,26.91576272,22.54750157,23.92798663,24.58815789,159.9315789,183.6526316,0.895965681,25.11029465,26.91576272,170.9921053,124.3776316,177.9315789,23.34218997,1.479962543,8.218916091,4
109.0121925,832.5,35.40192642,30.04808859,15.2735209,0.880326869,0.782601176,0.848769873,14.2746644,34,37,0.78879394,3.038945576,5.126512849,6.986303038,13.28840236,8.900289073,13.12727716,815182,331.2784762,18876,134082,9534351.508,338057370,9200673.508,183.984127,77.61451247,165.0351474,25.78341189,31.89724386,24.51899884,24.37301587,148.8435374,183.984127,1.624737124,35.31725998,25.78341189,172.7312925,124.2494331,174.4863946,23.53482768,1.873894146,11.30460227,4
112.6690469,892.5,37.24775146,30.59372835,15.84286057,0.883504667,0.783205553,0.821357724,14.22332115,34,37,0.787489245,2.940806391,5.027965656,7.030834876,13.24785603,8.679586114,13.17906912,794558,291.8595208,17500,128960,9524876.327,379648162,9176459.327,182.6861082,62.29798515,163.0137858,24.70146436,25.69610445,23.72189571,25.07741251,169.4994698,182.6861082,0.83871644,26.94095798,24.70146436,170.659597,123.5493107,180.6139979,22.61226806,1.651971749,7.934748152,4
108.1837655,828.5,35.44800379,29.55154666,15.31653101,0.889566028,0.790898066,0.833658979,14.1264057,33,36,0.787558173,2.987723056,5.552458712,7.246665394,13.77529459,8.836675506,13.82054326,645010,246.2655072,15360,78466,7980820.515,187414624,7674348.515,172.6252847,59.24715262,158.8553531,24.03939721,24.27160681,22.73549576,26.35079727,169.1845103,172.6252847,0.794309518,26.50792011,24.03939721,165.3644647,121.1514806,179.5,21.89250429,1.526848958,7.136123575,4
103.0121922,739.5,33.64619359,29.07848397,14.35752378,0.87573112,0.755841056,0.864242901,14.34957641,34,36,0.789459998,3.136447356,4.226944093,6.492144805,11.85393583,8.06508994,12.84542803,638244,293.6902918,15902,107240,6629969.944,309654300,6330945.944,168.5292621,63.22391858,152.173028,23.1115182,32.84435092,22.00296268,25.17811705,161.4910941,168.5292621,1.308157812,41.00981136,23.1115182,159.9592875,123.4402036,174.9427481,21.44401247,1.71495798,11.07770517,4
113.2548331,837,39.61997756,26.14870726,14.78082616,0.820015069,0.807906328,0.659987937,15.3245606,39,33,0.751936514,2.259678345,4.309663714,5.555073048,10.70898861,6.851136839,10.58452126,1139532,206.5820896,19508,125206,8523553.999,216074090,8123536.999,173.4268018,71.94256757,157.7027027,28.4653504,41.74879389,28.24800706,24.95495495,152.8896396,173.4268018,2.532713488,46.75546392,28.4653504,165.1081081,123.4583333,172.9144144,27.17124585,3.352835685,13.30038844,4
111.5979789,869,36.15945276,29.91428421,15.57375874,0.876833192,0.803376848,0.827288079,14.33154074,34,37,0.787598185,2.989732389,5.176638706,7.009401787,13.38188261,8.927822768,13.17258512,693200,214.4417293,16622,95264,9301283.368,211452552,8991351.368,182.4108696,62.02826087,161.9445652,27.16528898,31.95045868,26.06843362,24.88586957,171.348913,182.4108696,0.74089862,34.79609859,27.16528898,169.8043478,124.1032609,180.0847826,25.04840494,1.374926961,8.04088648,4
107.0121924,764.5,36.57409897,26.82958838,14.28809154,0.838920546,0.779093972,0.733567993,14.97921428,32,37,0.766920918,2.485779382,4.148957153,5.685601214,10.63493734,6.93200787,11.03412781,725084,254.5962294,18882,146508,6846289.006,267564240,6540315.006,170.6703567,107.3517835,140.6555966,28.47833504,29.89113889,26.40855016,19.83763838,94.48462485,170.6703567,26.957316,33.23850702,28.47833504,154.0196802,134.8290283,150.00492,25.73312951,2.272146693,10.01388828,4
104.4264064,775,34.72004037,28.43597543,14.84298899,0.893081104,0.784970527,0.819007557,14.07080561,33,36,0.786849326,2.943816943,4.683824953,7.090394534,12.99211111,8.583870277,13.57086595,771788,287.6733255,18448,125412,8098323.255,280179490,7770730.255,174.6046229,85.60948905,155.9391727,28.34752405,43.38465489,29.04248416,22.92092457,133.4914842,174.6046229,3.428778325,44.68619213,28.34752405,164.5243309,126.053528,166.5194647,27.66621991,3.250986144,13.82587178,4
114.4264063,936,37.45332145,29.54037168,16.35986012,0.8983244,0.845998427,0.788725019,13.98867783,34,38,0.782978749,2.794392121,5.427680925,7.018925954,13.29753177,8.475915696,13.56629931,820954,275.589011,18512,115190,10935725.4,304347456,10593468.4,185.332996,75.37044534,167.8552632,28.01560157,28.80716315,26.14167068,25.23582996,153.1619433,185.332996,0.917691402,29.70785705,28.01560157,174.8562753,123.048583,176.6052632,25.14000456,1.50022536,8.258234305,4
104.1837654,772.5,34.1031114,29.0816704,14.82956576,0.894351527,0.778906156,0.8527571,14.05081809,34,36,0.790221583,3.163526501,4.814113573,7.324618446,13.52434763,8.907188791,13.56671453,709560,259.2162001,15434,91664,8199433.713,240665466,7882127.713,178.9670732,67.6695122,161.6121951,25.57962487,26.06397939,24.07596408,25.27317073,160.2390244,178.9670732,0.923150594,26.7634432,25.57962487,168.9060976,123.0329268,177.4378049,23.171044,1.538177166,7.847310247,4
106.7695519,803,34.59922943,27.65700245,15.04174151,0.885177914,0.839158524,0.799353133,14.19643488,33,37,0.782995529,2.821559946,4.700225653,6.671594016,12.92541633,9.276759008,12.37399757,893864,377.3090196,19216,148032,10775983,452425342,10440359,190.1267606,75.75,177.6044601,28.05812858,31.46970654,27.08133513,26.61737089,154.3849765,190.1267606,1.087305598,34.25785486,28.05812858,182.6420188,120.1115023,179.6913146,25.60896391,1.974130603,11.55126437,4
107.3553382,802.5,34.50740537,27.63061452,14.95035111,0.87499912,0.841670666,0.800715505,14.36158086,33,36,0.782937275,2.841569124,4.639156844,6.654928507,13.36804721,8.84711416,12.3035789,592632,250.4384314,17986,101625,7621686.412,186350427,7331890.412,168.193662,73.52934272,151.9929577,28.81878475,49.50845551,29.59892219,24.45774648,150.379108,168.193662,2.117853593,52.19632212,28.81878475,159.9342723,124.4929577,169.9025822,28.44008444,2.556625781,12.81490267,4
108.4264067,829,36.37571339,27.49059287,15.29147788,0.886123519,0.82900835,0.755740309,14.1812855,32,38,0.776561872,2.631886012,4.327700842,6.008991133,11.20185967,7.377332591,11.66307733,634178,251.2074102,15710,103398,8304800.267,297733032,8007438.267,177.453303,61.61275626,160.0296128,23.53874297,22.37906851,21.23287814,25.46241458,167.4783599,177.453303,1.130575116,24.62426274,23.53874297,167.3883827,122.8029613,179.4373576,20.68591901,1.915918302,7.734640498,4
109.0121924,838.5,34.60691622,29.55528716,15.38360034,0.886671569,0.819794466,0.854028339,14.17252008,34,36,0.790766977,3.164809975,5.076664954,7.246228904,13.89702234,9.115853286,13.43177122,673194,208.4201905,17502,104154,8288604.481,192774460,7986011.481,167.4459459,81.64527027,156.8265766,27.88080739,39.45882876,27.33491178,26.0045045,134.5427928,167.4459459,2.390856735,41.69902852,27.88080739,163.3288288,121.9887387,167.902027,26.54432766,2.834767931,11.74496616,4
114.1837655,884.5,37.60344153,29.72849509,15.49257017,0.852509013,0.791220112,0.790579104,14.74045485,34,38,0.78277201,2.811322224,4.774179643,6.397660609,13.82073603,8.1724204,11.98362671,850246,262.0983302,18544,109649,10222738.96,230125247,9875793.959,183.4578442,70.10885806,167.4951974,28.80206223,29.58743165,26.58636534,25.68729989,158.5442903,183.4578442,1.140773796,35.02970857,28.80206223,174.0554963,122.1430096,178.3479189,25.55591343,1.749168643,10.8883231,4
107.0121922,802.5,36.38857979,28.14877652,14.998291,0.880619672,0.783466465,0.773560735,14.26991812,34,36,0.782887662,2.790440305,5.174446289,6.884550163,13.14050968,8.567875392,13.00840627,885198,319.3348792,19848,149398,9869923.315,387437396,9518319.315,187.0505288,85.60752056,166.2996475,30.19308851,39.00403595,29.45850095,23.48766157,140.4230317,187.0505288,2.137632273,39.20565124,30.19308851,174.480611,125.6603995,171.4547591,28.07900617,2.476411742,12.94810251,4
105.9411248,798,34.62068491,29.32835003,15.06497126,0.89347745,0.785922288,0.847133733,14.06456381,34,36,0.788471576,3.128642273,6.334021434,8.840105364,16.57805054,10.84510405,16.5773176,757616,275.7974985,17726,109984,8136873.414,271755654,7809474.414,173.5832349,85.16410862,156.811098,25.13542733,40.69830528,24.43253912,23.81936246,133.9952774,173.5832349,2.818676634,41.1084318,25.13542733,164.94451,124.9433294,167.068477,23.7710546,3.177785907,11.58226203,4
103.1126978,747,32.29437138,27.95606395,14.48900117,0.882889122,0.827404238,0.865663667,14.23323756,33,35,0.789654594,3.213071168,5.413038627,7.465692629,14.09213876,9.388390987,14.02428676,795642,270.935866,16038,100169,8005994.118,260975361,7675134.118,182.7559748,65.92955975,160.0553459,26.61003403,29.2494381,25.38408269,24.10062893,164.5308176,182.7559748,1.107975481,32.04623223,26.61003403,168.7257862,125.5245283,178.127044,24.33896432,1.704700013,9.584983575,4
110.1837654,863.5,35.31189359,28.4226932,15.67381541,0.893793077,0.860351871,0.804904249,14.05959717,34,37,0.785428973,2.896427379,6.298021891,8.024619288,15.18710431,9.476901534,16.32184195,757798,272.1556064,16972,107049,9666336.861,312678759,9338304.861,184.7833698,68.39059081,165.2242888,24.90412924,29.19394063,23.78594874,24.90262582,162.6925602,184.7833698,0.910871429,30.08566561,24.90412924,172.8194748,123.7374179,178.8260394,22.80761546,1.581823833,8.239796439,4
108.7695518,829,34.9851565,29.10710063,15.24323649,0.880541273,0.814088767,0.831984291,14.27118865,33,37,0.787049093,2.99734283,4.539616633,6.715944995,12.37469258,8.397695003,12.7819544,792700,263.2324638,16928,116148,10101845.74,332427818,9775806.739,189.4414107,72.10807736,169.5472127,27.11532554,26.38247455,25.12552765,24.84527873,159.1740614,189.4414107,1.1222022,26.57756092,27.11532554,176.890785,123.6473265,179.1001138,24.08596463,2.070067081,8.641592545,4
113.5979792,912,37.45709434,28.50516728,16.05662366,0.888103315,0.854155928,0.761008503,14.14967201,34,38,0.778320105,2.674684392,5.104558168,6.850732938,13.05437457,8.598940298,12.92298997,732942,269.2017837,17178,92710,9640888.957,227101968,9312269.957,180.3672199,71.90145228,161.4284232,26.19314638,27.72665251,25.02480224,24.69190871,155.0217842,180.3672199,0.892277198,29.401085,26.19314638,169.2012448,124.0892116,175.6089212,24.00209531,1.587139641,8.389726681,4
101.5979789,737,32.20192313,27.18393897,14.50816262,0.897237082,0.841924781,0.844171289,14.00563002,33,36,0.789547616,3.076892685,5.044990948,7.503146883,13.80045964,9.066961353,14.27395727,704866,274.7369057,15252,107614,7882151.216,313912494,7571235.216,181.109834,55.81481481,163.8748404,24.75846423,20.24328872,22.44675079,25.8697318,176.3141762,181.109834,0.810777219,24.76182104,24.75846423,170.7752235,121.9974457,183.256705,21.56798747,1.537938649,9.010239832,4
107.0121922,813.5,35.67605889,28.86640986,15.20387505,0.892690471,0.789928733,0.809125524,14.07696286,33,36,0.785940124,2.886914989,5.859159385,7.65061301,14.5979089,9.133083501,14.52090989,729192,233.2467633,18554,104781,8662460.459,155700867,8349162.459,179.3352668,85.01856148,155.2320186,29.11785214,45.85346507,30.54796533,22.10788863,138.7598608,179.3364269,8.094494588,46.92514268,29.12056776,165.175174,128.4443155,167.2946636,28.95421117,2.964763511,13.08730081,4
111.8406198,882.5,35.49663726,30.35573832,15.78138608,0.886595347,0.819005279,0.855172227,14.17373851,35,37,0.790163211,3.120102915,4.670186661,7.043632612,14.15962808,9.150470107,12.90120179,666488,234.7979985,16856,104311,8105227.362,250080187,7793298.362,176.3879957,72.1982851,150.8553055,24.67880583,25.58595871,21.73284804,22.54126474,151.8006431,176.3879957,1.334536424,29.86204292,24.67880583,161.1264737,128.0675241,171.7845659,21.48338864,1.774158309,8.725767102,4
104.1837656,774.5,33.85430436,27.79353109,14.86795942,0.896666996,0.823121227,0.82097481,14.01453457,33,36,0.785985951,2.924706001,4.894766287,7.249810242,13.32576936,8.722741437,14.20992502,770096,265.0003975,16180,115471,9140588.234,323551305,8817488.234,186.63382,68.25547445,167.9647202,25.56049976,26.55505117,24.54014975,25.2189781,163.4026764,186.63382,0.781930935,27.83636828,25.56049976,175.0973236,123.0571776,179.9671533,23.42203026,1.557617125,7.97838573,4
106.1837655,798.5,34.43498229,29.15796322,15.0399639,0.889956009,0.795275993,0.846754122,14.12021548,34,36,0.789005441,3.073074822,5.171729756,7.510537087,14.5990891,9.672918858,13.85873304,688452,266.6141794,15494,96462,8017034.882,257917026,7700826.882,182.9456907,65.38842975,155.8040142,23.83358037,25.74090334,22.58347931,22.99881936,165.3766234,182.9456907,1.157593287,27.65303789,23.83358037,165.9256198,127.7272727,177.2750885,21.70507245,2.18235924,7.736579908,4
107.8406196,817.5,35.73764712,28.46723069,15.16126304,0.883350129,0.803556807,0.796561413,14.22580945,33,37,0.784399939,2.821065251,5.521776182,7.400057114,13.91987284,8.853671014,14.17308096,788524,290.0537757,17276,122025,9493047.783,317858417,9157425.783,186.2378753,68.44341801,166.5092379,26.06704355,32.73756181,24.75693446,24.89491917,163.5542725,186.2378753,1.204033658,34.93702598,26.06704355,174.056582,123.7840647,179.1339492,23.72183458,2.172848433,9.713949274,4
113.2548331,906,37.20968202,30.55158154,15.99931721,0.887614877,0.796963703,0.821065375,14.1574583,34,37,0.788186265,2.98455728,5.136948964,7.15449446,13.41748168,8.829103782,13.49000871,841266,276.3705872,18170,134397,10567735.67,399228731,10226010.67,184.3876698,69.82654127,168.6551724,28.17739696,29.60331969,26.10805068,25.77220481,159.7189133,184.3876698,1.236986871,33.54762967,28.17739696,175.0606061,121.8892372,179.0261233,25.06485808,1.899309434,10.57067309,4
101.3553383,726.5,32.35502015,28.14080339,14.33570273,0.888693957,0.797916511,0.869750761,14.14026787,33,35,0.790050614,3.182471294,4.659828696,6.734669971,14.87223576,8.875218603,12.43192216,638070,269.6879085,15014,76177,6983837.124,164851809,6680383.124,181.9883571,81.83441138,147.1914618,26.00305722,27.15398104,23.91781053,19.45666235,141.7580854,181.9883571,1.389201651,26.73722838,26.00305722,160.2962484,133.2690815,166.9883571,23.37237672,1.780311704,8.131590388,4
107.5979791,819,35.71203614,28.95107217,15.22333425,0.88896679,0.792144913,0.810681084,14.13592808,34,37,0.785758974,2.900214105,5.023457208,6.740082373,12.96038449,8.306429053,12.67313389,665122,227.1122705,16104,82657,7922520.171,146515241,7617154.171,183.5898618,78.51267281,149.3099078,25.89873026,24.16396708,23.34231425,20.0921659,146.7672811,183.5898618,1.140289966,25.46876172,25.89873026,162.0253456,132.4769585,169.4769585,22.88519339,1.472692748,7.883551912,4
110.4264061,857,35.0141846,29.01418961,15.52164976,0.883171019,0.843580166,0.828641019,14.22869449,34,37,0.787522619,2.964096696,4.843282294,6.76237102,12.57545198,8.24888408,13.23322884,735146,219.2819549,16992,120209,9856583.284,267773441,9542741.284,185.3572216,69.60970232,166.0529217,26.81374897,27.96954231,26.86126429,24.97464168,160.7772878,185.3572216,1.350575343,30.37253104,26.81374897,173.5027563,123.6438809,178.615215,25.30229023,2.922741599,8.856612902,4
